,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7559,Let It Whip - Single Version,Various Artists,spotify:track:1KD9m7PjTKikGq7IcWY6eN,0.829,0.89,-4.327,0.0441,0.144,5.05e-05,0.12,0.957,132.184
7560,Clampdown - Remastered,The Clash,spotify:track:66MwdlxiFMZ8TJGLEJnS7x,0.676,0.723,-7.61,0.0931,0.06,8.72e-05,0.317,0.884,145.336
7561,Can't Seem To Make You Mine,The Seeds,spotify:track:6nnSkEpzo8PmHsOlSopoO6,0.699,0.384,-13.691,0.044,0.148,0.0,0.121,0.584,109.573
7562,Weekend,Smith Westerns,spotify:track:1Qf6ion8peG0xclyjogZrg,0.398,0.847,-3.591,0.0319,0.000926,0.0381,0.071,0.815,153.856
7563,Now That We've Found Love,Third World,spotify:track:2QTTZW1AiEl9elHhGa3t9N,0.712,0.503,-15.707,0.0753,0.00435,0.00374,0.0834,0.72,119.312
7564,Girls & Boys,Prince,spotify:track:1MkfvXtx2S7cSs9aqLnMGs,0.877,0.429,-14.449,0.0694,0.209,3.56e-06,0.702,0.87,116.698
7565,The Seeker - Edit,The Who,spotify:track:65tWmWelHKtU59awR7v4xQ,0.322,0.658,-11.793,0.0357,0.105,4.69e-06,0.128,0.732,177.49
7566,Budapest,George Ezra,spotify:track:2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812
7567,Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,spotify:track:5i2sgqnzaxYpvXmGAB592h,0.524,0.108,-18.361,0.0493,0.957,0.00123,0.139,0.322,127.982
7568,Space Cowboy,Jamiroquai,spotify:track:6K53GM9W6Vle5KBwGFVnZM,0.65,0.741,-8.368,0.118,0.155,0.404,0.175,0.751,110.179
7569,Spirits In The Material World - Remastered 2003,The Police,spotify:track:0h1wFiJEfkPsuJyPHL5j2H,0.833,0.663,-7.859,0.058,0.273,0.016,0.0327,0.859,141.551
7570,Suit & Tie,Justin Timberlake,spotify:track:6dEnpbXyamib2EJnRhTt0G,0.795,0.596,-3.799,0.219,0.103,0.0,0.164,0.357,101.985
7571,Rubber Biscuit,Various Artists,spotify:track:7jKCOSgtUxOSQLSk9Mk4aU,0.654,0.727,-11.266,0.18,0.909,4.93e-05,0.15,0.955,130.291
7572,Shout At The Devil,Mötley Crüe,spotify:track:1hqrYSqvNc9x3BETX1cZhk,0.489,0.953,-4.615,0.0858,0.02,0.00021,0.113,0.447,94.443
7573,Kiss Me on the Bus,The Replacements,spotify:track:18mAPrlFAcNLuE6Sa47wi0,0.421,0.946,-6.136,0.0997,0.0497,0.0,0.319,0.484,165.546
7574,My Favorite Mistake,Sheryl Crow,spotify:track:10ZbyymdUTroqaPclzFqfr,0.614,0.777,-8.24,0.0304,0.00494,0.000851,0.349,0.552,104.646
7575,You Can Leave Your Hat On - 2002 Remaster,Randy Newman,spotify:track:6g15icndZ6ig2CtKcayHHx,0.689,0.455,-10.991,0.0345,0.129,0.00091,0.0709,0.725,173.553
7576,Kingston,Faye Webster,spotify:track:0EDQwboQDmswDRn58wcslg,0.729,0.344,-9.541,0.0395,0.138,0.00107,0.134,0.543,142.13
7577,Trying,Bully,spotify:track:1mlisCmg0WuA4QLyqEbUtR,0.75,0.604,-7.493,0.0317,0.00484,0.000275,0.243,0.727,120.017
7578,Don't Give Up On Me,Solomon Burke,spotify:track:6W4KCZ4SXprVPoQy9pPUkT,0.55,0.368,-11.275,0.0698,0.8,9.1e-05,0.118,0.16,136.983
7579,Memphis,Lonnie Mack,spotify:track:5WRFCQ3VJEQ4byX7OmsuSt,0.521,0.774,-8.416,0.0264,0.136,0.146,0.0739,0.971,100.954
7580,Praying,Kesha,spotify:track:0jdny0dhgjUwoIp5GkqEaA,0.543,0.39,-7.202,0.0322,0.489,0.0,0.111,0.303,73.415
7581,Progen,Various Artists,spotify:track:3ih693pFqGHUpLipKgsFJ1,0.732,0.788,-15.602,0.052,1.74e-05,0.624,0.049,0.519,120.211
7582,Deathly,Aimee Mann,spotify:track:0UnJRR4wfPjqEPNxIRKnc3,0.511,0.631,-8.245,0.0317,0.0239,0.0593,0.19,0.555,135.089
7583,Sunny Came Home,Shawn Colvin,spotify:track:4mOxpj82q6n3EO7HBZCelX,0.558,0.579,-8.05,0.0324,0.342,0.00831,0.0989,0.403,167.812
7584,Oblivion,Mastodon,spotify:track:4Ynr1SPCeUI0W0YPeSFSIK,0.261,0.938,-5.125,0.086,9.92e-05,0.0106,0.301,0.256,132.47
7585,As I Sat Sadly By Her Side,Nick Cave & The Bad Seeds,spotify:track:6hdDjvUH3TUOeknVlXrJiQ,0.623,0.363,-10.14,0.0298,0.862,0.0,0.106,0.27,102.802
7586,I'm Waking Up to Us,Belle and Sebastian,spotify:track:7r0lFEG8Tfcf4z515lA9xe,0.567,0.588,-5.906,0.0344,0.489,3.36e-05,0.348,0.641,134.849
7587,The Prince,Madness,spotify:track:0SvgPHcp5llLdVkA7WQSzE,0.633,0.858,-4.946,0.0553,0.00856,0.00242,0.0759,0.877,98.356
7588,"Come On, Let's Go",Ritchie Valens,spotify:track:3wbZ4SLakqTZqV76czDeuZ,0.633,0.716,-8.146,0.0426,0.797,5.73e-06,0.0999,0.77,80.865
7589,Xtal,Aphex Twin,spotify:track:7MsT0TE0VxeYrUNqEYm8HH,0.517,0.44,-16.424,0.0344,0.376,0.909,0.114,0.253,114.524
7590,The Heinrich Maneuver,Interpol,spotify:track:4VmqrMPBppKFkOw2zuEIt8,0.535,0.992,-4.047,0.0769,0.000146,0.0743,0.871,0.463,137.082
7591,Close the Door,Teddy Pendergrass,spotify:track:53m3UkzcaQVbB2DENsrJiK,0.542,0.499,-10.423,0.0671,0.407,0.0005,0.0771,0.655,178.281
7592,(Get A) Grip [on Yourself] - 1996 Remaster,The Stranglers,spotify:track:2jrmiji7m0zTG6lmtIlSpo,0.521,0.854,-9.245,0.046,0.000909,0.108,0.106,0.777,141.847
7593,Rise,Herb Alpert,spotify:track:7znZstuIvZjldNIO1E11U4,0.814,0.454,-10.802,0.0413,0.133,0.839,0.0863,0.903,99.265
7594,Still Loving You,Scorpions,spotify:track:6KGXbG5wEb6WlIFAGKDQh0,0.268,0.588,-4.134,0.0311,0.169,0.00204,0.156,0.0772,103.773
7595,Black Sweat,Prince,spotify:track:77Onb3ECsBcbfrJdud6dPz,0.934,0.609,-5.916,0.265,0.0301,1.13e-05,0.249,0.657,108.826
7596,Sara,Bob Dylan,spotify:track:4WbP5AjT2RFb3paBBD2BRM,0.43,0.504,-8.997,0.0382,0.36,0.0,0.0799,0.276,156.223
7597,The Look,Roxette,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011
7598,Midnight Confession,Various Artists,spotify:track:23YJYmEYE1BcDrBuTQ4J1Q,0.658,0.559,-11.82,0.0421,0.00336,0.000154,0.0626,0.828,137.452
7599,The Crusher,Various Artists,spotify:track:0V63SuRRaplCEkWSVTk05B,0.467,0.769,-12.719,0.0734,0.118,1.09e-05,0.212,0.802,129.124
7600,The First Big Weekend,Arab Strap,spotify:track:4BKJRy9GPS4Y3t61S1xEhF,0.686,0.675,-10.831,0.054,0.0884,0.114,0.0911,0.603,146.534
7601,Beer barrel polka,Will Glahé,spotify:track:6AZr1hqyX95O1qVW1GQz5P,0.81,0.266,-9.792,0.0558,0.295,0.783,0.0352,0.971,118.123
7602,Beautiful Ones (Remastered),Suede,spotify:track:0RxWeRjUUQqGUxOYn5gniE,0.536,0.985,-4.982,0.0395,0.0489,0.0,0.369,0.826,99.082
7603,Sympathy,Vampire Weekend,spotify:track:2YegRTu9IjiUg4VWfnXyM3,0.708,0.777,-5.507,0.0568,0.0199,0.0023,0.193,0.661,119.968
7604,Rockin' Chair,Mildred Bailey,spotify:track:1qQIhXZWzbMdk06YsVvuMt,0.468,0.0293,-22.279,0.0471,0.995,0.182,0.107,0.148,127.221
7605,Everybody Knows (except you),The Divine Comedy,spotify:track:3aTcvHbuGGEjM8tDP57zA5,0.556,0.81,-4.769,0.0295,0.176,1.23e-05,0.375,0.578,107.506
7606,Petite Fleur,Sidney Bechet,spotify:track:2ALXKyI9lB1HoIwJh7I2v0,0.502,0.239,-12.21,0.0513,0.626,0.193,0.0739,0.401,82.801
7607,Carolyn's Fingers,Cocteau Twins,spotify:track:189pvCZipE0svEPkCsxpr3,0.389,0.83,-4.314,0.0345,0.022,0.0156,0.167,0.634,92.471
7608,Lemon Incest,Serge Gainsbourg,spotify:track:4t6o4hC4BeL1h9qgCaAjmq,0.628,0.619,-11.871,0.0343,0.00869,0.0104,0.0833,0.191,108.097
7609,Mambo No. 5 (A Little Bit of...),Lou Bega,spotify:track:3vJG33adGD5Z39Gb6Cnevi,0.607,0.817,-6.861,0.401,0.103,0.0,0.322,0.902,174.19
7610,Viper's Drag,Fats Waller,spotify:track:4EcsJNCgfBsfqKv1fb7M1r,0.611,0.237,-14.511,0.045,0.994,0.843,0.141,0.395,114.305
7611,Don't It Make You Want To Go Home - Remastered 2002,Joe South,spotify:track:12Lm52NdvlHFc3Z9XcQqs0,0.438,0.613,-7.761,0.0321,0.328,0.00208,0.744,0.692,128.018
7612,Selfish,Little Simz,spotify:track:2G2k2ZFsQkIEkAWDTvqHXM,0.748,0.641,-6.485,0.0708,0.478,0.00246,0.114,0.829,100.063
7613,True Love,Various Artists,spotify:track:7fFBLMq8tiwawU2vtJwrVb,0.192,0.285,-7.276,0.0304,0.903,0.00134,0.0911,0.163,105.129
7614,Where Do You Run To,Vivian Girls,spotify:track:1ImdBUOBB4DvOOUTXgnzDJ,0.43,0.569,-11.931,0.0299,0.000455,0.0182,0.141,0.633,140.953
7615,Andrew In Drag,The Magnetic Fields,spotify:track:6Vekacut26D0YmMqvKPHP7,0.685,0.678,-6.221,0.0311,0.455,0.000821,0.282,0.554,119.998
7616,Makes Me Wanna Die,Tricky,spotify:track:1KwbTkB0OIVqj8Zg3cBysp,0.62,0.519,-10.801,0.12,0.544,4.88e-05,0.344,0.52,82.598
7617,Nobody's Fault but Mine - 1990 Remaster,Led Zeppelin,spotify:track:2mYpbsbzCM3dqrM2XjgSjh,0.243,0.813,-8.809,0.102,0.0523,0.21,0.188,0.471,187.617
7618,Pass It On,The Coral,spotify:track:5uB85PzlWrnNnxL2A1TcKD,0.395,0.727,-6.015,0.0375,0.282,7.12e-06,0.0683,0.872,179.097
7619,Somebody,Depeche Mode,spotify:track:4jrMslkQYy6HVqKKPX2WXf,0.394,0.354,-15.705,0.0336,0.922,0.00188,0.312,0.487,78.005
7620,Too Close,Next,spotify:track:5IFCyWplye09HytIP80RCF,0.847,0.402,-9.952,0.0641,0.0118,0.0,0.283,0.752,99.693
7621,Camouflage,Stan Ridgway,spotify:track:4bxjjysA7lmrBb01oVQLYv,0.677,0.656,-12.715,0.0259,0.44,0.00112,0.269,0.693,100.571
7622,Stone the Crow,DOWN,spotify:track:7DuRbuweGD2cpGN74cpPAF,0.444,0.911,-6.117,0.0398,0.0139,0.00955,0.0868,0.556,106.437
7623,Break Up to Make Up,The Stylistics,spotify:track:3sgifLy5ZkLQKEuoWxictL,0.58,0.248,-12.698,0.0245,0.89,0.0,0.0972,0.361,79.392
7624,Ballad Of Peter Pumpkinhead,XTC,spotify:track:3hrrrwOIKkpzkN9EZ8bRcC,0.57,0.904,-8.497,0.0618,0.0064,0.0,0.0964,0.609,122.837
7625,Climbing To The Moon,Eels,spotify:track:0102cagiVAgLbevS7nmHaF,0.43,0.36,-13.084,0.0306,0.789,0.00533,0.0716,0.207,139.902
7626,Long Shot Kick de Bucket,The Pioneers,spotify:track:4ZYY50AIausBA0l1Xg8xhY,0.938,0.589,-10.085,0.117,0.127,2.31e-05,0.055,0.485,121.867
7627,What Do You Want From Me?,Monaco,spotify:track:2GSjUBWOB9lvJvyN5fQDPO,0.479,0.972,-5.38,0.0397,0.00066,0.00265,0.32,0.688,149.539
7628,Samaritans,IDLES,spotify:track:2f37W2wueDF7gPo493fkW2,0.425,0.95,-4.149,0.157,0.000788,0.00035,0.0988,0.151,117.326
7629,Street Life,The Crusaders,spotify:track:3Ux4GEQcDMTNXq3ONqgdwu,0.551,0.451,-13.959,0.0573,0.433,0.00166,0.118,0.577,110.872
7630,Wild Wild Life - 2005 Remaster,Talking Heads,spotify:track:4u6rcmlhDDgS0YAo8ZMI4a,0.659,0.862,-5.424,0.0302,0.0154,0.0,0.389,0.957,137.393
7631,Fattie Fattie,The Heptones,spotify:track:4uGqT9rz4KsRfOqsAjotJR,0.711,0.493,-12.174,0.0701,0.887,0.000244,0.129,0.816,80.807
7632,One Rizla,shame,spotify:track:2ibdYmH7GRHNnUcBa6kbnG,0.425,0.889,-4.53,0.0419,0.000116,1.49e-05,0.0812,0.583,131.949
7633,Come Down to Us,Burial,spotify:track:0d0We4RSviwW2frJOeDOz4,0.419,0.822,-8.835,0.197,0.281,0.0564,0.199,0.186,136.616
7634,Bam Bam,Toots & The Maytals,spotify:track:7pt9f26kCW2O1zvS9ihVs0,0.472,0.414,-10.104,0.0957,0.742,2.3e-05,0.142,0.88,205.103
7635,Unsolved Child Murder,The Auteurs,spotify:track:5yujcM0dZcW7qSSdztlzJa,0.681,0.434,-9.335,0.0251,0.491,0.000137,0.143,0.511,100.25
7636,Sweet Leaf,Black Sabbath,spotify:track:4uqKvEEgUnOHUuxmxU5dVr,0.362,0.602,-12.284,0.0464,0.00173,0.0388,0.0858,0.662,148.462
7637,My One And Only Love,John Coltrane,spotify:track:1HPPMBSejgCfRgcZfLJggw,0.474,0.0676,-16.101,0.0363,0.963,0.00291,0.14,0.248,115.719
7638,Happy When It Rains,The Jesus and Mary Chain,spotify:track:3N46STykuPaGLw2lHl3e3R,0.501,0.835,-6.863,0.0346,0.000447,0.264,0.25,0.762,125.324
7639,Frank Sinatra,Miss Kittin,spotify:track:1hTBci21ebFOUBjPHoJ4Zz,0.869,0.694,-9.176,0.0535,0.000235,0.0423,0.0684,0.732,124.859
7640,Baltimore,Randy Newman,spotify:track:5Qurmyhb9LOjd0ZkzqufQ8,0.488,0.411,-15.896,0.0255,0.719,0.0628,0.0688,0.584,105.446
7641,Black And White,The dB's,spotify:track:0Jk37GyTxhDHNg6FylfCYH,0.299,0.971,-6.816,0.069,0.000656,0.00565,0.0364,0.734,174.192
7642,Dogs Of Lust,The The,spotify:track:7MGMxmXA8Kgf4Qzv5z6ImL,0.414,0.881,-5.039,0.0328,0.000693,0.732,0.348,0.756,162.038
7643,Couldn't Get It Right - Remastered,Climax Blues Band,spotify:track:3etXgIR7I3Au5eoviJPgqY,0.679,0.956,-5.363,0.0816,0.292,0.291,0.841,0.699,103.624
7644,Repeat Pleasure,How To Dress Well,spotify:track:2z5pZh5P21JzkwJJcM1cez,0.684,0.489,-8.155,0.0544,0.438,0.000122,0.116,0.279,124.993
7645,Hi-Five,Angel Olsen,spotify:track:07LpPO7qBMtJGZ3fz5Khxw,0.514,0.574,-7.224,0.0467,0.0443,0.00826,0.142,0.369,125.389
7646,Cassius 1999,Cassius,spotify:track:7EooWU2DvI58y13JjnYDyw,0.661,0.899,-8.918,0.0506,0.00944,0.758,0.316,0.204,134.026
7647,The Rock Show,blink-182,spotify:track:2krua2rm8ikdfmHBR8ctGp,0.41,0.961,-4.573,0.0864,0.000316,0.0,0.0672,0.848,193.132
7648,Adam Raised a Cain,Bruce Springsteen,spotify:track:39J5RXFJG6MCjHql3a0Hat,0.514,0.854,-7.319,0.0382,0.0071,1.37e-06,0.345,0.825,95.065
7649,Pompeii,Bastille,spotify:track:3gbBpTdY8lnQwqxNCcf795,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435
7650,Indian Summer,Beat Happening,spotify:track:3rwTe4gqepNe22qyecMeMf,0.443,0.584,-10.073,0.0284,0.382,0.0,0.0591,0.601,139.815
7651,Numb,Andy Stott,spotify:track:2BVKaxu5taHTOMApXK8pOX,0.209,0.508,-12.887,0.145,0.531,0.894,0.0947,0.319,194.229
7652,Toulouse,Claude Nougaro,spotify:track:4GXliBxpjcTu2RK3oQ1GFg,0.314,0.388,-7.366,0.0336,0.152,0.0726,0.149,0.206,121.381
7653,Raw-Hide,Link Wray,spotify:track:1GZgQlF6Sybt8VMDb2YYzM,0.381,0.959,-7.664,0.0369,0.178,0.0406,0.305,0.789,166.625
7654,Dreams Tonite,Alvvays,spotify:track:0DRvClQbN9znQ295sx76VC,0.51,0.622,-5.727,0.0242,0.0108,4.11e-06,0.127,0.424,99.934
7655,(You Gotta Walk) Don't Look Back - 2002 Remaster,Peter Tosh,spotify:track:2vDUqLZsaEEYmREcRo9gnn,0.786,0.784,-4.951,0.0608,0.452,0.0477,0.0791,0.812,91.053
7656,All For You,Janet Jackson,spotify:track:0UdqZQEbRWTkNXlh5kl2L8,0.752,0.925,-3.288,0.0867,0.0178,0.125,0.104,0.692,113.528
7657,Cowboys To Girls,Various Artists,spotify:track:1uzLze6Sl1qEhueDeXEN9Z,0.518,0.372,-10.783,0.0267,0.867,0.0,0.14,0.829,105.277
7658,What'Cha Gonna Do About It,Small Faces,spotify:track:0R715HFjHxqAPvwlrs7spC,0.668,0.847,-4.775,0.0938,0.364,0.0,0.0748,0.747,76.449
7659,Rej,Âme,spotify:track:5l3TZLe5uEk7vdXbHghZZW,0.784,0.771,-7.954,0.05,0.0198,0.902,0.105,0.312,125.009
7660,My Favourite Game,The Cardigans,spotify:track:4LpOPF5RXZhS1GLzclhyaT,0.594,0.766,-7.598,0.0327,0.000156,0.00345,0.086,0.453,143.482
7661,Drive,Incubus,spotify:track:7nnWIPM5hwE3DaUBkvOIpy,0.645,0.792,-7.34,0.036,0.0562,0.0121,0.119,0.666,90.565
7662,Dans Le Club,TTC,spotify:track:7siOyidE9fOPXb9ylz4vUE,0.529,0.875,-6.139,0.106,0.000632,0.0,0.261,0.482,89.892
7663,Ask - 2011 Remaster,The Smiths,spotify:track:2AdRSHeYmDGMrgIfiS2w7K,0.453,0.986,-5.768,0.119,0.387,0.0,0.422,0.455,166.594
7664,Houses of the Holy - Remaster,Led Zeppelin,spotify:track:0d0Z9qFbTIgDSZtImluTAy,0.632,0.849,-8.282,0.0351,0.167,0.0389,0.571,0.939,123.092
7665,Rock Me Gently,Andy Kim,spotify:track:2qh2VGAOYFXLsMbdATRf6w,0.719,0.703,-8.306,0.0545,0.231,9e-05,0.129,0.776,123.173
7666,The Boston Rag,Steely Dan,spotify:track:1DBTT07DWm5WajwlS9PPtP,0.551,0.542,-10.721,0.0296,0.0291,3.95e-05,0.0417,0.608,76.343
7667,Our Day Will Come,Ruby And The Romantics,spotify:track:6sbYrzvV5EDVWzBr6dvnMZ,0.56,0.394,-14.791,0.0454,0.431,3.05e-06,0.11,0.764,92.352
7668,Shine,Doughboys,spotify:track:73JN8BEw249tuulS3xiRQa,0.384,0.63,-8.353,0.052,0.000912,0.00321,0.104,0.463,157.518
7669,Liar,Rollins Band,spotify:track:5mhISopG3rPu66Mptm6pwd,0.408,0.542,-11.573,0.0564,0.00286,4.97e-06,0.11,0.33,148.611
7670,Dance Macabre,Ghost,spotify:track:2z261lioax3aehvWjorAk8,0.619,0.696,-6.269,0.0315,1.89e-05,0.00555,0.38,0.727,125.986
7671,Can Your Pussy Do the Dog?,Various Artists,spotify:track:3aryaCc2QS7sPSSIbWhF3m,0.313,0.945,-7.944,0.0616,0.0421,2.77e-06,0.464,0.528,145.757
7672,The Bells,Billy Ward,spotify:track:37m9HbkqopibwKwJhzkF93,0.397,0.418,-9.584,0.0386,0.735,1.62e-06,0.0736,0.338,106.327
7673,Ballade irlandaise (un oranger),Andre Bourvil,spotify:track:3OD2zQeJ4vk5RW01NPaB96,0.349,0.105,-18.971,0.0357,0.934,0.0,0.116,0.34,102.047
7674,Carrie Anne,The Hollies,spotify:track:0XvCgyyLEliIjFybHLhlY0,0.555,0.609,-9.407,0.0318,0.19,0.0,0.261,0.849,119.777
7675,Touch Me,The Doors,spotify:track:4BVE5tIIpYabZcYCbephNW,0.425,0.903,-4.801,0.0732,0.405,0.0128,0.117,0.769,108.748
7676,Animal,Miike Snow,spotify:track:4XTTwW06rMgud7yS1nySZf,0.763,0.721,-6.767,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049
7677,Teenage Depression,Eddie & The Hot Rods,spotify:track:7dsMOzSf7y5Q04nhlAFCtG,0.596,0.901,-9.099,0.0354,0.00128,0.000666,0.0695,0.96,89.109
7678,Everlasting Light,The Black Keys,spotify:track:0gIILX7oUpIH1BvQJmHMWO,0.775,0.579,-6.592,0.0365,0.118,0.0212,0.353,0.739,90.457
7679,Candy Girl,Various Artists,spotify:track:4aeTG6awASkwicYWwcEbGp,0.789,0.898,-5.526,0.202,0.333,0.00873,0.331,0.755,103.729
7680,A découvrir absolument,Diabologum,spotify:track:3JKrS7ZvDGEcGpDnrTcwSQ,0.43,0.92,-4.276,0.135,0.051,0.0501,0.283,0.564,81.196
7681,Flame Trees,Cold Chisel,spotify:track:5rPVQp4q1ACtOWj6eCt71t,0.674,0.671,-4.269,0.0326,0.0325,0.0,0.0825,0.653,120.343
7682,Quiet Life,Japan,spotify:track:3vyzp6lqJbpZlDfwXan61J,0.666,0.747,-12.01,0.0368,0.000741,0.0605,0.108,0.869,131.014
7683,Sue (Or in a Season of Crime),David Bowie,spotify:track:1FPtsI7Z8fAYhuxpFt9VtA,0.259,0.648,-10.346,0.0889,0.133,0.00738,0.273,0.163,159.895
7684,Sugarcube,Yo La Tengo,spotify:track:3uD0MyPsS8HsWfzyw0EAQ3,0.236,0.587,-7.54,0.0373,0.0013,0.837,0.18,0.219,77.241
7685,Thieves Like Us,New Order,spotify:track:6iuezGvMpC5r391SZQEYJ0,0.662,0.682,-6.484,0.0318,0.0172,0.000611,0.129,0.857,113.027
7686,(Keep Feeling) Fascination - 2003 - Remaster,The Human League,spotify:track:26VPSrPYX6Ks5OL3sHQEJY,0.707,0.595,-9.101,0.0825,0.443,1.26e-06,0.23,0.713,118.11
7687,Creature Comfort,Arcade Fire,spotify:track:2voWPWlDfIthC6GUjaIQyV,0.423,0.949,-4.097,0.0972,0.0181,0.00355,0.292,0.278,189.976
7688,Busted,Ray Charles,spotify:track:2OQDMrQq6pIQTvvfFiNczh,0.472,0.411,-10.942,0.148,0.824,0.0,0.233,0.878,65.101
7689,Dani California,Red Hot Chili Peppers,spotify:track:6vODhpvfWwdsO0i9MBWnEq,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
7690,Gut Feeling - Edit,DEVO,spotify:track:5UnVXDhRycTdH0aGeiTjWD,0.313,0.802,-10.343,0.0508,0.0175,0.587,0.164,0.727,165.758
7691,East-West,The Paul Butterfield Blues Band,spotify:track:7wpowBfuFWuspA9dToSrTn,0.321,0.529,-10.672,0.0377,0.123,0.00166,0.202,0.604,151.851
7692,Childhood's End,Majical Cloudz,spotify:track:6ddqBHpdgaM8nWYZZDdTqP,0.372,0.413,-9.512,0.0379,0.409,0.528,0.106,0.16,126.607
7693,Instant Crush (feat. Julian Casablancas),Daft Punk,spotify:track:2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942
7694,Nada,Juan Son,spotify:track:0NFy8hwAngwnkjO3annkAt,0.67,0.665,-6.422,0.0331,0.181,0.0,0.27,0.608,125.283
7695,Sugar Mountain,Neil Young,spotify:track:297C4FiD23BA7WHoX3Yr9Z,0.479,0.0882,-22.553,0.0359,0.955,0.215,0.688,0.37,88.304
7696,Brown Shoes Don't Make It,Frank Zappa,spotify:track:5AyN4aPlGEgLyel35RryvE,0.278,0.574,-9.672,0.0889,0.526,2.91e-06,0.619,0.338,77.232
7697,I Know There's Something Going On,Frida,spotify:track:5DU2dNfm3jLHZcEUb7T7nZ,0.585,0.795,-8.269,0.0358,0.0412,0.291,0.0834,0.865,109.011
7698,Love's Gonna Get'cha (Material Love),Boogie Down Productions,spotify:track:2HhSYfo82CIjwkKyJG2f96,0.792,0.35,-16.725,0.482,0.0424,7.72e-05,0.0974,0.166,189.91
7699,Revolution,Dennis Brown,spotify:track:14uaxEtvwwTR2WnnvAfaj9,0.754,0.458,-10.558,0.163,0.157,5.86e-06,0.106,0.744,84.603
7700,Lead Me On,"Bobby ""Blue"" Bland",spotify:track:4Um7Jtgub8xsLCerrx37HL,0.305,0.413,-7.836,0.0317,0.874,4.05e-06,0.179,0.353,62.469
7701,When You Dance,Various Artists,spotify:track:0HqHl23bOJigmsrD8wzzTA,0.522,0.497,-7.206,0.0478,0.848,0.0,0.142,0.813,134.672
7702,I'll Be Doggone,Marvin Gaye,spotify:track:5mvDrku6sVO7f89VjrxteA,0.728,0.579,-10.044,0.0331,0.219,0.0,0.0722,0.723,133.685
7703,Thick as a Brick (Pt. I) - 1997 Remaster,Jethro Tull,spotify:track:0eufeeCADKlpxLA7HATWBW,0.435,0.466,-10.856,0.0557,0.158,0.00315,0.132,0.646,92.516
7704,I Will Follow You into the Dark,Death Cab for Cutie,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.206,-12.233,0.0421,0.924,0.0,0.118,0.489,80.401
7705,Another Girl,Jacques Greene,spotify:track:07jeqq0AE7d6wOSqR92vOD,0.338,0.703,-7.376,0.0649,0.171,0.767,0.3,0.69,167.993
7706,Cherish,The Association,spotify:track:6gyQQijTm2x7qfDO9EDfBr,0.494,0.407,-14.463,0.0345,0.726,0.0,0.116,0.555,110.13
7707,T.V.O.D.,The Normal,spotify:track:6W84F3Ud36Zsx4qQMkrCE8,0.734,0.805,-11.975,0.0579,0.00815,0.096,0.142,0.318,115.076
7708,My White Bicycle - 1999 Remaster,Various Artists,spotify:track:1TNYopMIeEqmfJGZcOsUyg,0.447,0.64,-8.895,0.0492,0.000103,0.000287,0.104,0.258,143.725
7709,The Last Time I Saw Richard,Joni Mitchell,spotify:track:5LZLOOTwrA0HgTszqCgZ3C,0.547,0.145,-12.176,0.0346,0.971,0.00033,0.113,0.343,109.225
7710,Lazy Eye,Silversun Pickups,spotify:track:6axAacuCsPeAStu4a2XZA0,0.633,0.831,-5.053,0.0461,0.0401,0.693,0.117,0.243,127.397
7711,We're Not Gonna Take It,Twisted Sister,spotify:track:5RHG4SQ6iJ1qQJmt3EFJCX,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186
7712,Venus,Television,spotify:track:3x0iCzjgf0v9lnwvAhU9P2,0.55,0.631,-11.493,0.0385,0.000898,0.18,0.0503,0.908,114.553
7713,For You,Bruce Springsteen,spotify:track:218wztz9mZdDX8Ia1OkUvq,0.546,0.686,-8.041,0.0839,0.486,0.0,0.331,0.703,137.173
7714,Keep Me in Your Heart,Warren Zevon,spotify:track:6eceqMrRFKCnq7ksH2L7Wp,0.427,0.393,-9.142,0.0418,0.832,1.54e-06,0.0932,0.244,177.429
7715,Moulty,Various Artists,spotify:track:2tJMEXuoSFBE34lATl1L9x,0.434,0.446,-14.146,0.086,0.137,0.000165,0.504,0.546,96.229
7716,Painkiller,Judas Priest,spotify:track:0L7zm6afBEtrNKo6C6Gj08,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.101,103.16
7717,"Love Theme From ""The Godfather""",Nino Rota,spotify:track:7Es2gcDpA0ma6zEqgP6Wuc,0.198,0.221,-12.706,0.0355,0.927,0.92,0.0797,0.0851,68.932
7718,Asiko,Tony Allen,spotify:track:64zMGjB84MdfYbNs2RxwBC,0.822,0.809,-7.677,0.074,0.00462,0.718,0.179,0.741,119.85
